name,scientific_name,ott_id,node_id,image_url,comments
orangutan,Pongo pygmaeus,770302,,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/933/28685933.jpg,
tiger,Panthera tigris,42314,,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/050/13145050.jpg,
leopard,Panthera pardus,42324,,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/706/32525706.jpg,
cheetah,Acinonyx jubatus,752759,,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/168/25602168.jpg,
fox,Vulpes vulpes,821964,,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/525/27291525.jpg,
deer,Cervidae,460505,,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/985/27770985.jpg,
moose,Alces alces,460509,,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/314/26821314.jpg,
camel,Camelus,510767,,http://commons.wikimedia.org/wiki/Special:FilePath/Chameau%20de%20bactriane.JPG,
llama,Lama glama,986973,,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/118/26928118.jpg,
kangaroo,Macropus,42495,mrcaott42481ott42493,http://commons.wikimedia.org/wiki/Special:FilePath/Eastern%20grey%20kangaroo%20dec07%2002.jpg,Kangaroo (Macropus) is not monophyletic in the synthetic tree. Placed at Macropodidae instead.
koala,Phascolarctos cinereus,327624,,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/702/11754702.jpg,
panda,Ailuropoda melanoleuca,872573,,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/539/27693539.jpg,
polar bear,Ursus maritimus,10732,,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/033/31476033.jpg,
bat,Chiroptera,574724,,http://commons.wikimedia.org/wiki/Special:FilePath/Big-eared-townsend-fledermaus.jpg,
whale,Balaenoptera,800316,mrcaott44568ott3612259,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/303/31324303.jpg,Whale (Balaenoptera) is not monophyletic in the synthetic tree. Placed at Mysticeti instead.
seal,Phocidae,749626,,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/297/26886297.jpg,
otter,Lutra lutra,348036,,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/444/28684444.jpg,
beaver,Castor,1048190,,http://commons.wikimedia.org/wiki/Special:FilePath/American%20Beaver.jpg,
squirrel,Sciuridae,384218,,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/904/26818904.jpg,
raccoon,Procyon lotor,348040,,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/194/26870194.jpg,
skunk,Mephitis mephitis,231602,,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/120/32389120.jpg,
